,Reviews,Labels
481,"['best', 'movi', 'time']",0
482,"['big', 'giant', 'mess', '']",-1
483,"['convolut', 'equal', 'complex']",-1
484,"['slower', '', 'poorer', '']",-1
485,"['hyperventil', 'watch']",-1
486,"['basic', 'effect', 'thriller']",-1
487,"['nt', 'expect', 'trail', 'bodi', 'previou', 'movi']",-1
488,"['nop', '']",0
489,"['put', 'doa', '', '', 'john', 'wick', '', '', 'nikita', '', 'crank', '', 'blender', 'get', 'kate', '']",0
490,"['could', 'nt', 'even', 'put', 'effort', 'better', 'titl']",-1
491,"['simpli', 'best']",0
492,"['bit', 'bore']",-1
493,"['jason', 'momoa', 'give', 'one', 'embarrass', 'perform', 'film', 'histori']",-1
494,"['good', 'tension', 'build', 'toward', 'end', '', 'worth', 'watch', '']",0
495,"['battl', 'trident']",-1
496,"['made', 'went', 'along', '']",-1
497,"['love', 'hate', 'stuff', '', '', 'love', '', 'uncomfort', 'love', '']",-1
498,"['charact', 'compel', 'interest']",-1
499,"['good', 'second']",0
500,"['nt', 'bad']",0
501,"['terrif', 'hilari', 'spiritu', 'successor', 'roger', 'rabbit', 'shame', 'disney', 'put', 'one', 'theater']",-1
502,"['nt', 'get', 'previou', 'instal', 'well', 'receiv', '', 're', 'utterli', 'stupid', '']",-1
503,"['yike', '', '', '']",-1
504,"['bad', 'review']",-1
505,"['refresh', 'take', 'action', 'thriller']",1
506,"['even', 'liam', 'neeson', 'could', 'save', 'one', '']",-1
507,"['number', 'netflix', 'movi']",1
508,"['reli', 'heavili', 'empti', 'nostalgia', 'popcultur', 'refer', 'lack', 'engag', 'solid', 'stori', '']",0
509,"['still', 'retain', 'humour', '', 'somehow', 'contain', 'less', 'content']",0
510,['wow'],1
511,"['wellact', 'absurd', 'plot']",0
512,"['noth', 'ripoff']",0
513,"['silli', 'entertain', 'mib', '', 'blade', 'runner', 'ripoff']",-1
514,"['visual', 'entertain', 'direct', 'lack', 'plot', 'darker', 'tone', 'dragon', 'tattoo', 'movi', '']",0
515,"['insan', 'fun', 'entic', 'movi']",1
516,"['wonder', 'sequel']",1
517,"['saw', 'trailer', '', 's', 'need', 'watch', 'movi', '']",-1
518,"['surprisingli', 'entertain']",-1
519,"['lowbudget', 'butler', '']",0
520,"['unfortun', '', 'action', 'movi']",-1
521,"['clean', 'mom']",0
522,"['one', 'greatest', 'horrorsuspens', 'film', 'ever', '']",0
523,"['scott', 'dr', '', 'evil', '']",1
524,"['hilari', 'timewast']",0
525,"['dc', 'stirk', '', '']",1
526,"['fun', '', 'entertain', '', 'comedi', 'noisi', 'action', 'nostalg', 'team']",1
527,"['', 'finish', 'start', '', 'human', '', '']",-1
528,"['new', 'level', 'sinist']",-1
529,"['predictableclich', 'watchabl', '']",0
530,"['build', 'upon', 'win', 'blockbust', 'formula', 'fast', 'five', '']",1
531,"['funniest', 'joke', '1990']",1
532,"['absolut', 'wast', 'time', '']",0
533,"['vulgar', '', 'violent', '', 'solidli', 'rrate', 'comedi', 'nevertheless', 'sophist', 'rather', 'gross', '']",1
534,"['film', 'good', 'trap', 'sink', 'ship']",-1
535,['masterpiec'],0
536,"['gutter', '']",-1
537,"['goldmemb', '', '']",1
538,"['might', 'becom', 'masterpiec', '', 'get', 'solid', 'part', '2', '']",-1
539,"['slapstick', 'humor', 'holocaust', 'film', '']",0
540,"['wors', 'jason', 'film', 'ever', '', 'like', 'previou', 'film']",-1
541,"['need', 'sequel', 'control', '']",-1
542,"['nt', 'miss', 'comedi', 'like', '']",1
543,"['wow', '', 'complet', 'aw']",-1
544,"['one', 'record', '']",-1
545,['dreari'],-1
546,"['goofi', '', 'fun', '']",1
547,"['better', 'first', 'one', '']",1
548,"['miss', '', '', 'last', 'seen', 'aliv', '']",-1
549,"['even', 'f', '', 'f', '', 's', 'mess']",-1
550,"['fun', '', 'action', '', 'laugh', '', 'lot', 'crime', 'film', 'homag']",1
551,"['classic', 'piec', 'unforgett', 'filmmak', '']",1
552,"['simpli', 'best']",1
553,"['raw', 'cult', 'film']",-1
554,"['see', '2']",0
555,"['uniqu', 'thriller', 'say', 'least']",1
556,"['wow', '', 'talk', 'low', 'qualiti', 'write', '', '', '']",1
557,"['alway', 'russian', 'portray', 'evil', '']",-1
558,"['nt', 'realli', 'know', 'say', '']",-1
559,"['book', 'might', 'better', '', 'refer', 'work', 'better', 'screen']",0
560,"['enola', 'back']",1
561,"['slightli', 'better', 'first']",1
562,['bad'],0
563,"['dampen', 'sequel', 'struggl', 'stay', 'afloat', 'familiar', 'water']",0
564,"['utterli', 'ridicul', '', '', 's', 'whole', 'point', '']",0
565,"['better', 'titl', 'might', 'sowat', '']",-1
566,"['110', '', 'bewar', 'garbag', '']",-1
567,"['flaw', 'fun']",1
568,"['s', '', 'alphi', '']",0
569,"['one', 'worst', 'sequel', '']",0
570,"['wast', 'opportun']",-1
571,"['austin', 's', 'anatomi']",0
572,"['best', 'batman', 'movi', 'time']",1
573,"['lost', 'plot', '']",-1
574,"['complet', 'underwhelm', '', 'slick', 'product', 'foil', 'weak', 'stori']",-1
575,"['myer', 'geniu']",1
576,"['rather', 'enjoy', '']",1
577,"['entertain', 'thriller']",1
578,"['good', 'first', 'one', '', 'better', 'expect', '']",-1
579,"['satir', 'spi', 'action', 'hijink', '']",-1
580,"['intrigu', 'enough', 'watch', 'start', 'finish', '', 'good']",0
581,"['assassin', 've', 'seen', 'great', 'director', '']",0
582,"['entertain', '', '']",-1
583,"['almost', 'ok', '']",-1
584,"['classic', 'psycholog', '', 'suspens', 'brilliant', '', 'masterpiec', 'best', 'horror', 'thriller', 'ever', 'made', '']",-1
585,"['bad', 'seem']",-1
586,"['wow', '', 'movi', 'bad', '']",0
587,"['far', 'better', 'critic', 'claim']",0
588,"['movi', 'tear', 'emot', 'anyon', '']",0
589,[''],0
590,"['lou', 'everi', 'grandma', '']",-1
591,"['weak', 'fantasi', 'car']",-1
592,"['plagu', 'shaki', 'cam']",-1
593,"['feel', 'like', 'tornado', 'trailer', 'park', '']",-1
594,"['object', 'review']",0
595,"['surprisingli', 'good']",1
596,"['fifti', 'shade', 'mess']",-1
597,"['one', 'best', 'time', '']",0
598,"['uplift', 'dishearten', '', 'sometim']",0
599,"['incred', '', 'thoroughli', 'enjoy', '']",1
600,"['bore', 'non', 'logic', 'film']",-1
601,"['thrill', 'violent', 'pictur', 'sensat', 'liam', 'neeson', 'relentless', 'aveng', 'father']",1
602,"['ca', 'nt', 'find', 'wow', 'factor']",-1
603,"['lusciou', 'ladi', 'red']",0
604,"['dark', 'knight', 'good', 'everyon', 'say', 'easili', 'best', 'superhero', 'film', 'made']",0
605,['bore'],-1
606,"['enjoy', 'movi', 'also', 'littl', 'silli']",0
607,"['sicken', '', 'deprav', '', 'disgust', '', 'hilari', '']",0
608,"['hope', 'set', 'free', 'remark', 'film']",1
609,"['kingsman', 'golden', 'circl', '', 'stuff', 'good', '']",-1
610,"['poorlyscript', 'drug', 'traffick', 'drama']",-1
611,"['film', 'well', 'worth', 'watch']",1
612,"['made', 'wors', 'knowledg', 'brilliant', 'film', 'succe']",-1
613,"['good', 'enough', 'high', 'school', 'movi']",0
614,"['inevit', 'cheeki', 'myer']",1
615,"['complet', 'blew', 'away', '', 'fun', 've', 'theatr', 'far', 'year']",-1
616,"['visual', 'stun', 'everi', 'respect']",1
617,"['run', 'mill', '', 'excit', '']",0
618,"['dead', 'bore', 'first', 'hour', 'impress', 'end']",0
619,"['wow', '', 'wow', '']",-1
620,"['perhap', 'everyon', '']",-1
621,"['golden', 'turkey', 'award', 'nomin']",-1
622,"['near', 'perfect', 'adapt', 'fantasi', 'benchmark']",0
623,"['two', 'movi', 'one']",1
624,"['realli', 'worth', 'rental', '', 'would', 'nt', 'aw', 'rental']",0
625,"['film', 'buff', 'like', '', '']",1
626,"['least', 'us']",0
627,"['feel', 'good', 'comedi', 'spi', 'film', 'lot', 'adventur']",1
628,"['bad', 'action', '', 'stori', 'nt', 'make', 'sens', '']",-1
629,"['watch', 'differ', 'film', 'everyon', 'els', '']",0
630,['taken'],0
631,"['fast', 'x']",0
632,"['idk', 'folk', 'gave', 'bad', 'review', 'saw', '', '', '', '']",0
633,"['horribl', '']",0
634,"['third', 'time', 'charm', '', '', '']",1
635,"['absolut', 'piec', 'crap', 'even', 'end', '', '', '']",-1
636,"['bore', 'death']",-1
637,"['classic', '']",0
638,"['even', 'anim', 'nt', 'thing', '', 'reward', 'movi', '']",0
639,"['across', 'univers', 'fun', '', 'excel', '', 'adventur', '', 'spiderman', 'make', 'connect', 'web', 'wow']",0
640,"['good', 'thing', 'seri', 'end']",-1
641,"['bad', 'guy', 'taught', 'us', 'one', 'thing', '', 'never', 'judg', 'film', 'trailerpost', '']",1
642,"['love', 'enola']",1
643,"['definit', 'inspir', 'epic', '']",0
644,"['none', 'make', 'sens']",0
645,"['judg', '']",0
646,['craptacular'],-1
647,"['thrill', 'ride', 'par', 'excel']",1
648,"['still', 'better', 'la', 'la', 'land', '']",-1
649,"['one', 'favourit', 'movi']",1
650,"['watersh', 'moment', 'filmmak', '', 'kickass', 'masterpiec']",0
651,"['surprisingli', 'good']",1
652,"['think', 's']",1
653,"['boy', 's', 'ponder', 'take', 'girl', 'power']",0
654,"['bore', 'movi', 's', 'style', 'substanc']",-1
655,"['fan', 'milli', 'bobbi', 'brown']",1
656,"['stephen', 'king', 's', 'best', 'adapt', 'movi']",0
657,"['jason', 'bateman', 'shine']",1
658,"['win', 'comedi']",1
659,"['fantast', 'film', '', 'liter', '']",0
660,"['hyperbol', '', 'brandadvertis', 'inordin', 'smug', 'hotchpotch', 'halfbak', 'cash', 'cow']",-1
661,"['disappoint', 'neonoir', 'ridley', 'scott', 'cormac', 'mccarthi']",-1
662,"['recycl', 'old', 'humor', '', 'still', 'fun', '']",1
663,"['fast', '', 'furiou', '6']",1
664,['garbag'],-1
665,"['multirefencialmetafanservic', 'love']",1
666,"['grim', 'good']",1
667,"['unspar', 'portrait', 'sociopath', 'gener']",-1
668,"['style', 'substanc', '']",-1
669,"['lotta', 'nerv']",0
670,"['surprisingli', 'compet', 'charm']",1
671,"['think', 'adult', 'like']",1
672,"['dark', '', 'bleak', 'masterpiec', 'predat', '', '1010']",1
673,"['aw', 'movi', 'disgrac', 'origin', '']",-1
674,"['tarnish', '', 'goldmemb', '', 'still', 'shine']",1
675,"['exactli', 'expect']",1
676,"['austin', 'movi', 'show', 'review']",0
677,"['fun', 'adult', 'well', 'kid', '']",1
678,"['fan', 'first', 'film', 'let']",-1
679,"['one', 'flew', 'one', 'best', 'movi', 'ever', 'made', '', '', '', '', 'person', '']",0
680,"['lack', 'spice']",0
681,"['long', '', 'bore', 'overr']",-1
682,"['point', 'broken']",0
683,"['entertain', '', 'never', 'quit', 'reach', 'height', 'predecessor']",0
684,"['kind', 'movi', 'sleepili', 'lumber', 'stock', 'premis', 'disguis', 'compet', 'lack', 'effort', 'reliabl', 'lead', 'man']",-1
685,['terribl'],-1
686,"['sum', 'part']",1
687,"['swagger', 'action', 'film', 'violent', '', 'fun', '']",1
688,"['everi', 'comic', 'practic', 'everi', 'part', 'world', 'get', 'take', 'lump', '']",1
689,"['', 'nation', 'treasur', '', 'better', 'movi']",-1
690,"['', 'certain', 'advantag', 'sturdi', 'cranium', '', 'master', 'bruce', '', '']",0
691,"['bad', '']",-1
692,"['aquaman', '', 'lost', 'script', '']",-1
693,"['one', 'counsel', '']",0
694,"['technic', 'watchabl', 'emot', 'vacant', '']",0
695,"['could', 'much', '']",0
696,"['jessica', 'alba', 'save', 'movi', 'disast']",-1
697,"['readi', 'player', 'one', '', 'consider', 'better', 'expect']",0
698,"['s', 'cheesi', 'gori', 'action', 'flick', 'deliv', 'promis', '', 'els', 'expect', '', 'life', 'chang', 'experi', '', 'epiphani', '']",0
699,"['great', 'idea', 'poor', 'execut']",-1
700,"['better', 'expect']",1
701,"['review', 'fake', '', 'big', 'name', 'nt', 'help', 'bad', 'movi']",-1
702,"['plotlov', 'need', 'look', 'elsewher']",-1
703,"['fun', '', 'time', 'genuin', 'funni', '', 'alway', 'entertain', '']",1
704,"['inferior', 'sequel', '', 'success', '', 'lack', 'dri', 'wit', 'predecessor', '']",1
705,"['classic', 'll', 'never', 'get', 'tire', 'watch']",1
706,"['still', 'good', 'time', 'waster']",0
707,"['stay', 'long', 'time', '']",0
708,"['world', 'insid', 'underworld', '']",0
709,"['need', 'break', '', 'get', 'break', '']",0
710,"['fun', 'film', 'great', 'time', '']",1
711,['masterpiec'],1
712,"['film', 'great', 'power', 'mileston', 'histori', 'cinema']",1
713,"['', 'famili']",0
714,"['could', 'nt', 'stop', 'laugh']",1
715,"['whackedout', 'comedi', 'lot', 'laugh']",1
716,['disappoint'],-1
717,"['girl', 'bore', 'web']",-1
718,"['obnoxi', 'bad', 'shallow']",-1
719,"['careerlow', 'involv']",-1
720,"['entertain', 'differ']",0
721,"['entertain', 'averag', 'board', 'game']",1
722,"['gi', '']",-1
723,"['awkward', 'sociopolit', 'cring']",-1
724,"['extrem', 'sportsextrem', 'dud']",0
725,"['simpl', 'fun']",1
726,"['quit', 'possibl', 'john', 'landi', 's', 'best', 'film']",1
727,"['face', '', 'noth', 'worri']",0
728,"['call', 'crazi']",0
729,"['aw', 'movi', '']",-1
730,"['much', 'love', 'superpet', '', '', '']",1
731,"['mysteri', '']",0
732,"['fast', 'car', '', 'tank', 'plane', 'oh']",1
733,"['intens', '']",1
734,"['sorri', 'megan']",0
735,"['best', 'film', 'could', 'ask', '', 'ateam', '', 'adapt']",1
736,"['mari', 'elizabeth', 'winstead', 'come', 'littl', 'bit', 'closer', 'favourit']",-1
737,"['mix', 'awesom', 'bad']",-1
738,"['love', 'movi', 'come', 'togeth']",1
739,"['bad', 'bad', 'guy']",1
740,"['anoth', 'film', 'good', 'concept', 'never', 'deliv']",-1
741,"['rather', 'sandra', 'bullock']",0
742,"['problem', '']",0
743,"['excel', '', 'depress', '', 'excel']",-1
744,"['excel', 'despit', 'spielberg', 'slip', 'sentiment']",0
745,"['yeah', '', 'babi', '', '', '', 'one', 'funniest', 'friggin', '', 'movi', 'time']",1
746,"['good', 'origin', 'still', 'entertain']",0
747,"['third', '', 'worst', '', 'langdonhanksbrownhoward', 'film']",-1
748,"['one', 'greatest', 'ever', 'made']",0
749,"['disastr', 'reviv', 'fame', 'disney', 'chipmunk', 'duo']",0
750,['review'],0
751,"['good', 'touch', 'underwhelm']",0
752,"['dune', '', 'great', 'modern', 'scifi']",0
753,"['incept', '', 'like', 'insipid']",-1
754,"['great', 'statham', 'movi', 'lover']",1
755,"['ok', '']",0
756,"['even', 'close', 'bad', 'review', 'made', 'seem', '', 'watch', '', 'make', 'mind', '', 'funni', '', 'entertain', '', 'like', '', 'say', 'b', '']",0
757,"['standard', 'action', 'movi', '']",0
758,"['clair', 'foy', 'lisbeth', 'saland']",0
759,"['m', 'find', 'hard', 'describ', 'amaz', 'movi']",1
760,['overr'],-1
761,[''],0
762,['bang'],0
763,"['big', 'laugh', '', 'big', 'fun', '', 'lot', 'heart', '', 'poor', 'man', 's', 'secret', 'life', 'pet', '']",1
764,"['madam', 'pleb']",-1
765,"['andrew', 'koji', 'steal', 'show']",0
766,"['disappoint', 'limit', 'word', '']",-1
767,"['readi', 'first', 'dare', '']",1
768,"['surprisingli', 'solid', 'movi', 'good', 'messag']",-1
769,"['nourish', 'great', '']",0
770,"['impress', 'even', 'exist']",-1
771,"['fed', 'post', 'apocalypt', 'world']",0
772,"['meh', '', 'meh', '', 'meh']",-1
773,"['take', 'gross', 'new', 'depth']",-1
774,"['love', 'film', '', 'great', 'famili', 'film', '']",1
775,"['last', 'seen', 'aliv']",0
776,"['mysteri', 'thriller', 'set', 'florenc', '', 'venic', 'istanbul', '', 'plenti', 'suspens', '', 'twist', 'turn']",1
777,"['old', 'dc', 'univers', 'fail', 'end', 'badli', '']",0
778,['masterpiec'],0
779,"['poor', 'man', 's', 'daredevil', '']",1
780,"['great', 'anim', 'seri', '']",1
781,"['anoth', 'one', 'sequel']",-1
782,['mistaken'],-1
783,"['foul', 'witless', 'trivial', 'overblown', 'dumb', 'bore', 'rot', 'piffal']",-1
784,"['amaz', 'movi']",1
785,"['noth', 'new', 'spectacular', 'explos']",0
786,"['happen', 'megan', 'fox', '']",-1
787,"['good', 'action', 'movi', '', 'enough', 'michel', 'rodriguez', '']",0
788,"['idl', 'furiou', '', 'need', 'tuneup']",-1
789,"['entertain', 'part', 'movi', 'chatgpt', '1010', 'review']",-1
790,"['give', 'space', 'moral', 'explor', '', 'need', 'time', 'reach', 'star']",-1
791,"['noth', 'agent', '47']",-1
792,['expect'],0
793,"['keep', 'mind', 's', 'adult', '', 'great', 'children', 's', 'film', '']",1
794,"['listen', '', 'm', '51', 'year', 'old', 'male', '']",0
795,"['cw', 'tv', 'pilot', 'nt', 'get', 'pick']",-1
796,"['need', 'watch', '']",0
797,"['', 're', 'go', 'kill', '', '', 'arnold', 'stang', '']",0
798,"['overblown', '', 'superexagger', 'trash', '', 'love', 'everi', 'minut']",1
799,"['m', 'blown', 'away', 'great', 'movi']",0
800,"['netflix', '']",1
801,"['push', 'button', 'mark', 'booz', '']",1
802,"['solidli', 'entertain', 'action', 'movi', '', 'nt', 'think', 'hard', 'plausibl', '']",1
803,"['pure', 'entertain']",1
804,"['entertain', 'vr', 'movi', 'ignor', 'realworld', 'problem']",0
805,"['twist', 'turn', 'around']",1
806,"['nearli', 'bad', 'lot', 'peopl', 'like', 'say', '']",0
807,"['rather', 'entertain', '']",1
808,"['austin', 'power', '', 'spi', 'shag']",0
809,"['s', 'noth', 'grim', '', 'grimsbi', '']",0
810,"['wild', '', 'music', 'comedi', '', 'offer', 'longlast', 'fun', 'excit', '']",1
811,"['villeneuv', 's', 'greatest', 'scifi', 'film']",0
812,"['terribl', 'crappi', 'remak', 'awesom', 'classic', 'film']",-1
813,"['spiderman', '', 'middl', 'spidervers']",-1
814,"['monument', 'film']",0
815,"['movi', 'play', 'card', 'right', '']",1
816,"['landman', 'lost', 'kingdom']",-1
817,['rivet'],1
818,"['happen', 'oncebrav', 'comedian', 'conform', 'mainstream', 'standard']",-1
819,['masterpiec'],1
820,"['better', 'cake']",1
821,"['geatest', 'movi', 'ever', 'made']",1
822,"['', 'would', 'know', 'climb', 'wall', 've', 'never', 'tri', '', '']",-1
823,"['', 'fun', 'famili', '', 'fandom', '', '', '']",1
824,"['throw', 'logic', 'realism']",-1
825,"['good', 'first', 'one', 'good', 'enough']",0
826,"['funni', 'nasti', '', 'rrate', '', 'look', 'stupid', '60']",0
827,"['doa', '', 'woeful', 'mashup', 'men', 'black', 'meet', 'ghost', 'buster', 'attempt', 'new', 'scificomedi', 'franchis', '', 'truli', 'one', 'worst', 'film', 'year', '']",1
828,"['teen', 'flick']",0
829,['senseless'],-1
830,"['predict', '', 'ye', '', 'fun', '', 'ye', '']",0
831,"['blue', '', 'treasur', 'price', '']",0
832,"['enjoy', 're', 'watch', '', 'much', 'make', 'sens']",0
833,"['buffooneri', '', 'goldfing', '', '']",0
834,"['movi', 'review', '', 'game', 'night']",0
835,"['save', 'time']",-1
836,"['mix', 'bag', 'outrag', 'humor']",0
837,"['turkey', 'year']",-1
838,"['', 'game', 'night', '', 'winner', '']",1
839,"['pointless', 'hollow', '', 'budget', 's', 'expand', 'person', 'energi', 'gone']",-1
840,"['return', 'rhode', 'island']",-1
841,"['bad', 'copi']",-1
842,"['good', 'scifi', 'movi']",0
843,"['love', '']",0
844,"['underneath', 'disguis', 'flashi', 'cinemat', 'nois', 'effect', '', 'hitman', '', 'agent', '47', 'sadli', '', 'still', 'misfir', 'corni', 'script', 'abysm', 'plot', '']",-1
845,"['suspend', 'disbelief', 'one', 'thing', '', 'insult']",-1
846,"['actual', 'wors', 'taken', '2', '']",-1
847,"['expect', '', '']",1
848,"['excel', '']",1
849,"['brainless', 'overr', '', 'longest', 'takeoff', 'strip', 'world']",-1
850,"['exactli', 'origin', '', 'still', 'solid', 'watch']",1
851,"['ca', 'nt', 'wait', 'franchis', '']",-1
852,"['', 'end', '', 'good', 'advic']",0
853,"['good', 'exampl', 'bad', 'product']",-1
854,"['pointless', 'break']",-1
855,"['nt', 'enjoy', 'much', 've']",1
856,"['rescu', 'ranger', 'comeback', 'good', 'exampl', 'meta', 'done']",1
857,"['enola', 'holm', '2', 'surpass', 'origin', '']",1
858,"['chill', '', 'thrill', 'end', '']",0
859,"['', 'go', 'show', 'peopl', 'never', 'forget', '', '']",1
860,"['man', 'love', 'movi', '']",1
861,"['dark', 'vs', 'light']",0
862,"['thoroughli', 'enjoy', 'caper']",1
863,['dcu'],1
864,"['s', 'bad', '', 'bad', '', 'bad', '', 'bad', 'movi']",-1
865,"['adrien', 'brodi', 's', 'minimalist', 'act', 'pack', 'maximum', 'emot', 'punch']",-1
866,"['s', 'nut', 'bad', 'movi']",0
867,"['s', 'lot', 'fun', 'watch', 'work']",1
868,"['typic', 'dong', 'seok', 'action', 'flick']",0
869,"['maegan', 'fox', '', 'love']",0
870,"['goldmemb', '', 'pretti', 'good', '']",1
871,"['atroci', 'everi', 'way']",-1
872,"['typic', 'formula']",0
873,"['fun', 'pour', 'acid']",-1
874,['bad'],-1
875,"['fun', 'film']",1
876,"['good', 'mindless', 'entertain', 're', 'tri', 'kill', 'hour', '']",0
877,"['sprawl', 'crime', 'masterwork', 'brazil']",-1
878,"['take', 'mickey', 'disney']",1
879,"['decent', 'action', 'flick', 'great', 'lead', '']",1
880,"['good', 'idea', 'bad', 'execut']",0
881,"['fun', 'entir', 'fam', '']",1
882,"['quit', 'possibl', 'best', 'movi', 'ever', 'made', '']",0
883,"['earli', 'candid', 'worst', 'film', 'year']",-1
884,"['speed', '2', '', 'cruis', 'control']",-1
885,"['physic', 'defi', 'entertain']",1
886,"['fail', 'keep', 'head', 'water', '']",-1
887,"['greatest', 'epic', 'ever', 'made']",0
888,"['fun', 'refresh']",0
889,"['bit', 'mess']",-1
890,"['mainstream', 'comedi', 'done', 'right']",1
891,"['movi', '', 'singl', 'bore', 'second']",0
892,"['kid', 'enjoy']",0
893,"['bad', 'movi']",0
894,"['realli', 'dongseok', 'movi']",0
895,"['fun', 'end']",0
896,"['mostli', 'good', '', 'one', 'scene', 'unnecessari']",0
897,"['overlong', '', 'flashi', 'cgi', 'driven', 'nonsens']",-1
898,"['fun', 'ride', 'escal']",-1
899,"['unforgivingli', 'bizarr', 'chaotic', 'endear']",0
900,"['great', 'visual', '', 'weak', 'script']",-1
901,"['scene', 'movi', 'never', 'unse', '', 'said', '', 'realli', 'realli', 'enjoy', 'recommend', '']",1
902,"['darker', 'dune']",-1
903,"['awesom', '']",1
904,"['worth', 'watch']",1
905,"['silli', 'sequel', '', '10', 'top', 'reason', 'watch', 'crap', '']",-1
906,"['gold', 'littl', 'tarnish']",-1
907,"['enjoy', 'sequel', 'much', 'fun', 'origin']",1
908,"['roger', 'rabbit', '']",-1
909,"['wild', 'ride']",0
910,"['oh', 'ironi', '']",0
911,"['dark', '', 'effect', '', 'taut', '', 'gritti', 'psycho', 'thriller', '', 'crackin', '', 'entertain']",1
912,"['bondlik', 'action', 'thriller']",1
913,"['horribl', 'write']",-1
914,"['statham', 'shoot', '', 'beat', 'peopl', '', 'count', '']",1
915,"['wellpac', 'fun']",1
916,['yike'],-1
917,"['thrill', 'triumphant', 'sequel']",1
918,"['counselor', 'love', 'give', 'one', 'els', 'reason', 'love', '', 'let', 'alon', 'care', '']",-1
919,"['stop', 'cormac', '', 'ridley', 'cameron', 'could', '']",-1
920,"['total', 'disrespect', 'fan']",-1
921,"['mani', 'theater', 'goer', 'walk', 'end']",-1
922,"['break', 'fourth', 'wall', 'femin']",1
923,"['everyth', 'love', '']",1
924,"['good', 'cheesi', 'fun']",1
925,"['pulsat', 'romanc', 'thriller']",1
926,"['s', 'funni', '', 'funni', '', 'funni', '', 'funni', 'movi']",1
927,"['near', 'futur', '', 'virtual', 'realiti', 'rule', '']",0
928,"['regret', 'watch']",-1
929,"['funni', 'even', 'know', 'heart']",1
930,"['big', 'boat', 'full', 'crap']",-1
931,"['spirit', 'freedom', 'vs', 'spirit', 'legal']",0
932,['perfect'],1
933,"['laugh', 'much', 'cinema', 'sinc', 'parol', 'offic']",1
934,"['blast', '']",1
935,"['weakest', 'seri', '', 'myer', 'still', 'mojo']",-1
936,"['lisbeth', 'saland', '', 'action', 'hero', '']",-1
937,"['portrait', 'psychopath', '']",0
938,"['stun', '', 'intox', '', 'magic', 'masterpiec']",0
939,"['blame', 'penguin', '']",0
940,['empti'],-1
941,"['bad', 'end', 'fun', 'trilog']",1
942,"['void', 'car', 'action']",-1
943,"['action', 'franchis', 'nt', 'ga', 'yet']",1
944,"['absolut', 'classic', '', 'best', 'batman', 'movi', 'far']",1
945,"['aryan', 'born', 'like', '', 'done', 'special', 'cours', 'stupid']",0
946,"['badli', 'made', '', 'weird', 'film']",-1
947,"['entertain', 'mysteri', 'thriller', 'remain', 'somewhat', 'predict', 'thank', 'lesser', 'write', '']",-1
948,"['terribl', 'film']",-1
949,"['eccentr', 'cult', 'classic']",1
950,"['could', 'much', 'better']",0
951,"['product', 'interfer', 'ruin', 'end']",-1
952,"['last', '', 'summer', 'film', 'origin']",0
953,"['man', 'know', 'funni']",1
954,"['milli', 'bobbi', 'brown', 'solv', 'dull', 'mysteri', 'netflix', 's', 'disappoint', 'enola', 'holm']",1
955,"['like', 'goooooooold', '', 'member', '']",1
956,"['long', 'wast', 'time']",-1
957,"['fun', 'action', 'sequel', 'jason', 'statham']",0
958,"['vine', 'pokemon', 'go', 'babi', '', 'kardashian', 'godpar']",0
959,"['awesom', 'john', 'stockwel', 'film', 'focus', 'tension', 'around', 'interest', 'marin', 'biologist']",1
960,"['', 'unabl', 'endur', 'boredom', '', 'work', '', '']",-1
961,['disappoint'],-1
962,"['milli', 'enola']",0
963,"['incred', 'slow', '', 'predict', 'noth', 'ordinari', '']",-1
964,"['radiat', 'sick']",-1
965,"['intellig', 'matur', 'batman', 'cartoon']",1
966,"['actual', 'one', '']",0
967,"['simpli', 'amaz', '', 'best', 'film', '90', 's', '']",0
968,"['much', 'better', 'expect']",1
969,['ridicul'],-1
970,"['excruciatingli', 'aw']",-1
971,"['star', 'war', '', 'episod', 'v', '', 'empir', 'strike', 'back']",0
972,"['surprisingli', 'great', 'action', 'adventur', '']",-1
973,"['', 'austin', 'power', '', 'spi', 'shag', '', 'lightheart', 'entertain', 'suppli', 'ton', 'laugh', '']",1
974,"['term', 'moviemak', '', 's', 'noth', 'like', '']",-1
975,"['masterpiec', 'without', 'messag']",0
976,"['movin', '', '']",1
977,"['bad', 'movi', '']",-1
978,"['girl', 'meh', 'movi']",-1
979,"['good', 'aspect', 'realli', 'let', 'fact', 's', 'aim', 'twelv', 'year', 'old', '']",0
980,"['welcom', 'back', 'spielberg']",0
981,"['ll', 'know', 'keanu', 'turn', 'crummi', 'sequel', 'see']",0
982,"['love', 'gold']",0
983,"['good', 'thriller', '']",1
984,"['one', 'greatest', 'moral', 'play', 'time', '']",1
985,"['solid', 'enough', 'chase', 'wood', '', 'thriller']",0
986,"['visual', 'impress', 'yet', 'narr', 'flaw', 'film']",0
987,"['good', 'summer', 'entertain']",1
988,"['iss', 'dissapoint', 'everi', 'level']",-1
989,"['role', 'innoc', 'posit', 'think', 'thu', 'success', '']",0
990,"['satisfi', 'end', 'thrill', 'franchis', '']",0
991,"['hitman', 'movi']",1
992,"['s', 'blue', '']",0
993,"['dire', 'far', 'seriou', 'remak']",0
994,"['ateam', '1000', 'word', '', 'overkil', 'underr']",1
995,"['miser', 'experi', '']",-1
996,"['keanu', 's', 'stunt', 'doubl', '', 'lol']",0
